GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0048813,0.00034,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,dendrite morphogenesis,developmental processes,P
GO:0048813,0.00034,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,dendrite morphogenesis,developmental processes,P
GO:0048813,0.00034,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,dendrite morphogenesis,cell organization and biogenesis,P
GO:0050731,0.00000009953274870106222,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,positive regulation of peptidyl-tyrosine phosphorylation,protein metabolism,P
GO:0050731,0.00000009953274870106222,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,positive regulation of peptidyl-tyrosine phosphorylation,protein metabolism,P
GO:0050731,0.00000009953274870106222,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,positive regulation of peptidyl-tyrosine phosphorylation,protein metabolism,P
GO:0050731,0.00000009953274870106222,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,positive regulation of peptidyl-tyrosine phosphorylation,protein metabolism,P
GO:0050771,0.00000003366240564737914,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,negative regulation of axonogenesis,cell organization and biogenesis,P
GO:0050771,0.00000003366240564737914,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,negative regulation of axonogenesis,cell organization and biogenesis,P
GO:0050771,0.00000003366240564737914,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,negative regulation of axonogenesis,developmental processes,P
GO:0050771,0.00000003366240564737914,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,negative regulation of axonogenesis,cell organization and biogenesis,P
GO:0050771,0.00000003366240564737914,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,negative regulation of axonogenesis,developmental processes,P
GO:0050771,0.00000003366240564737914,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,negative regulation of axonogenesis,developmental processes,P
GO:0050771,0.00000003366240564737914,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,negative regulation of axonogenesis,cell organization and biogenesis,P
GO:0050771,0.00000003366240564737914,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,negative regulation of axonogenesis,developmental processes,P
GO:0050808,0.00700,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,synapse organization,cell organization and biogenesis,P
GO:0050808,0.00700,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,synapse organization,cell organization and biogenesis,P
GO:0050808,0.00700,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,synapse organization,cell organization and biogenesis,P
GO:0050808,0.00700,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,synapse organization,cell organization and biogenesis,P
GO:0050896,0.00023,LOC105319201,0.0380669019091699,1.64094892473242,cadherin-23,105319201,NC_047568.1,8262282,8289734,response to stimulus,other biological processes,P
GO:0050896,0.00023,LOC117691520,0.000635927273616381,2.39081427575797,uncharacterized protein LOC117691520 isoform X2,117691520,NC_047563.1,8053916,8123190,response to stimulus,other biological processes,P
GO:0050896,0.00023,LOC117691520,0.000635927273616381,2.39081427575797,uncharacterized protein LOC117691520 isoform X2,117691520,NC_047563.1,8053916,8122220,response to stimulus,other biological processes,P
GO:0050953,0.00006245346721586282027,LOC105319201,0.0380669019091699,1.64094892473242,cadherin-23,105319201,NC_047568.1,8262282,8289734,sensory perception of light stimulus,other biological processes,P
GO:0051124,0.00000010518165421318220,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,synaptic growth at neuromuscular junction,developmental processes,P
GO:0051124,0.00000010518165421318220,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,synaptic growth at neuromuscular junction,cell organization and biogenesis,P
GO:0051124,0.00000010518165421318220,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,synaptic growth at neuromuscular junction,cell organization and biogenesis,P
GO:0051124,0.00000010518165421318220,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,synaptic growth at neuromuscular junction,cell organization and biogenesis,P
GO:0051124,0.00000010518165421318220,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,synaptic growth at neuromuscular junction,cell organization and biogenesis,P
GO:0051124,0.00000010518165421318220,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,synaptic growth at neuromuscular junction,developmental processes,P
GO:0051124,0.00000010518165421318220,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,synaptic growth at neuromuscular junction,developmental processes,P
GO:0051124,0.00000010518165421318220,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,synaptic growth at neuromuscular junction,developmental processes,P
GO:0051259,0.00005241118396986034527,LOC105341870,0.0202087033770439,-1.73900821544089,glyoxylate reductase/hydroxypyruvate reductase,105341870,NC_047564.1,36453324,36456527,protein oligomerization,cell organization and biogenesis,P
GO:0051262,0.00000176193427214000463,LOC105348941,0.0150476793537594,-1.76486544951047,sulfate transporter,105348941,NC_047565.1,8296702,8304488,protein tetramerization,cell organization and biogenesis,P
GO:0051290,0.00000000018276875355294,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,protein heterotetramerization,cell organization and biogenesis,P
GO:0051290,0.00000000018276875355294,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,protein heterotetramerization,cell organization and biogenesis,P
GO:0051290,0.00000000018276875355294,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,protein heterotetramerization,cell organization and biogenesis,P
GO:0051290,0.00000000018276875355294,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,protein heterotetramerization,cell organization and biogenesis,P
GO:0051301,0.00000000490321944369780,LOC105339865,0.0251545792713811,1.74913386441641,uncharacterized protein LOC105339865 isoform X13,105339865,NW_022994844.1,945093,970574,cell division,other biological processes,P
GO:0051301,0.00000000490321944369780,LOC117691520,0.000635927273616381,2.39081427575797,uncharacterized protein LOC117691520 isoform X2,117691520,NC_047563.1,8053916,8123190,cell division,other biological processes,P
GO:0051301,0.00000000490321944369780,LOC105339865,0.0251545792713811,1.74913386441641,uncharacterized protein LOC105339865 isoform X13,105339865,NW_022994844.1,945093,970573,cell division,other biological processes,P
GO:0051301,0.00000000490321944369780,LOC105325816,0.00581092087632361,2.3947334371401,uncharacterized protein LOC105325816,105325816,NC_047559.1,52464479,52475232,cell division,other biological processes,P
GO:0051301,0.00000000490321944369780,LOC105325816,0.00581092087632361,2.3947334371401,uncharacterized protein LOC105325816,105325816,NC_047559.1,52465589,52475232,cell division,other biological processes,P
GO:0051301,0.00000000490321944369780,LOC117691520,0.000635927273616381,2.39081427575797,uncharacterized protein LOC117691520 isoform X2,117691520,NC_047563.1,8053916,8122220,cell division,other biological processes,P
GO:0051597,0.00237,LOC105320186,0.0134964229912012,-1.61323108002313,arylsulfatase B isoform X1,105320186,NC_047564.1,4182499,4194850,response to methylmercury,other biological processes,P
GO:0051597,0.00237,LOC105320186,0.0134964229912012,-1.61323108002313,arylsulfatase B isoform X1,105320186,NC_047564.1,4182499,4193409,response to methylmercury,other biological processes,P
GO:0060059,0.00181,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467563,28487143,embryonic retina morphogenesis in camera-type eye,developmental processes,P
GO:0060059,0.00181,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467562,28479980,embryonic retina morphogenesis in camera-type eye,developmental processes,P
GO:0060070,0.00000183612058068728591,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,Wnt receptor signaling pathway through beta-catenin,signal transduction,P
GO:0060070,0.00000183612058068728591,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467562,28479980,Wnt receptor signaling pathway through beta-catenin,signal transduction,P
GO:0060070,0.00000183612058068728591,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467563,28487143,Wnt receptor signaling pathway through beta-catenin,signal transduction,P
GO:0060173,0.00002003431761296742229,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28496705,28507031,limb development,developmental processes,P
GO:0060173,0.00002003431761296742229,LOC117684968,0.000428664237490406,-1.81604595645739,low-density lipoprotein receptor-related protein 5-like isoform X1,117684968,NC_047568.1,56082172,56140658,limb development,developmental processes,P
GO:0060173,0.00002003431761296742229,LOC105322227,0.00255799958384532,2.48821551777984,low-density lipoprotein receptor-related protein 4,105322227,NC_047562.1,38553445,38573273,limb development,developmental processes,P
GO:0060173,0.00002003431761296742229,LOC105325689,0.00430177599877952,2.35787417612096,low-density lipoprotein receptor-related protein 4-like isoform X2,105325689,NC_047567.1,28498194,28507031,limb development,developmental processes,P
GO:0060325,0.00617,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467562,28479980,face morphogenesis,other biological processes,P
GO:0060325,0.00617,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467563,28487143,face morphogenesis,other biological processes,P
GO:0060535,0.00092,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467563,28487143,trachea cartilage morphogenesis,developmental processes,P
GO:0060535,0.00092,LOC105325698,0.00358848768408019,1.63056109939159,low-density lipoprotein receptor-related protein 4 isoform X1,105325698,NC_047567.1,28467562,28479980,trachea cartilage morphogenesis,developmental processes,P
GO:0070268,0.00000218444312548986906,LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,117685768,NW_022994844.1,17222,25997,cornification,developmental processes,P
GO:0070268,0.00000218444312548986906,LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,117685768,NW_022994844.1,17222,25997,cornification,death,P
GO:0070268,0.00000218444312548986906,LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,117685768,NW_022994844.1,17222,25999,cornification,death,P
GO:0070268,0.00000218444312548986906,LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,117685768,NW_022994844.1,17222,25999,cornification,developmental processes,P
