GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939809,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939807,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939808,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939809,50948556,positive regulation of necrotic cell death,death,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939808,50948556,positive regulation of necrotic cell death,death,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,105324486,NC_047561.1,50939807,50948556,positive regulation of necrotic cell death,death,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0014003,0.00020,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46925966,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46926090,oligodendrocyte development,developmental processes,P
GO:0016050,0.00046,LOC105331543,0.00178611045906958,0.434903529561526,sorting nexin-30 isoform X1,105331543,NC_047568.1,41305987,41323357,vesicle organization,cell organization and biogenesis,P
GO:0016050,0.00046,LOC105331543,0.00178611045906958,0.434903529561526,sorting nexin-30 isoform X1,105331543,NC_047568.1,41305987,41312964,vesicle organization,cell organization and biogenesis,P
GO:0016267,0.00544,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,105330676,NC_047562.1,6589743,6601516,O-glycan processing, core 1,protein metabolism,P
GO:0016267,0.00544,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,105330676,NC_047562.1,6589743,6601551,O-glycan processing, core 1,protein metabolism,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49379635,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394676,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396111,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396142,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,105327856,NC_047560.1,21033059,21066957,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394101,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,105327856,NC_047560.1,21033054,21066385,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49387245,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49388153,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105332536,0.01306740547167,-1.08890680673709,complement C1q-like protein 4,105332536,NC_047566.1,48604956,48607706,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49381811,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394644,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49384911,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396141,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,105327856,NC_047560.1,21048474,21066385,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396112,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105331512,0.00357604016167925,0.854733376702626,somatostatin receptor type 2-like,105331512,NC_047568.1,41714500,41716058,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49393628,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394678,cell migration,other biological processes,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,105331842,NC_047559.1,3298126,3322084,histone phosphorylation,cell organization and biogenesis,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,105331842,NC_047559.1,3298248,3322084,histone phosphorylation,protein metabolism,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,105331842,NC_047559.1,3298248,3322084,histone phosphorylation,cell organization and biogenesis,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,105331842,NC_047559.1,3298126,3322084,histone phosphorylation,protein metabolism,P
GO:0018027,0.00089,LOC105346274,7.04763699993643e-05,0.336770211498424,uncharacterized protein LOC105346274 isoform X1,105346274,NC_047565.1,17387809,17414978,peptidyl-lysine dimethylation,protein metabolism,P
GO:0018027,0.00089,LOC105346274,7.04763699993643e-05,0.336770211498424,uncharacterized protein LOC105346274 isoform X1,105346274,NC_047565.1,17389920,17414978,peptidyl-lysine dimethylation,protein metabolism,P
GO:0018027,0.00089,LOC105346274,7.04763699993643e-05,0.336770211498424,uncharacterized protein LOC105346274 isoform X1,105346274,NC_047565.1,17387808,17414978,peptidyl-lysine dimethylation,protein metabolism,P
GO:0019086,0.00035,LOC105325006,0.00414381187850499,0.582263143379518,upstream stimulatory factor 1 isoform X1,105325006,NC_047565.1,56014595,56024563,late viral mRNA transcription,RNA metabolism,P
GO:0019086,0.00035,LOC105325006,0.00414381187850499,0.582263143379518,upstream stimulatory factor 1 isoform X1,105325006,NC_047565.1,56014594,56024563,late viral mRNA transcription,RNA metabolism,P
GO:0019086,0.00035,LOC105325006,0.00414381187850499,0.582263143379518,upstream stimulatory factor 1 isoform X1,105325006,NC_047565.1,56014596,56024563,late viral mRNA transcription,RNA metabolism,P
GO:0019376,0.00262,LOC105331912,0.0162051399120148,-0.866594376548057,inactive pancreatic lipase-related protein 1 isoform X2,105331912,NC_047564.1,16071910,16085467,galactolipid catabolic process,other metabolic processes,P
GO:0019376,0.00262,LOC105331912,0.0162051399120148,-0.866594376548057,inactive pancreatic lipase-related protein 1 isoform X2,105331912,NC_047564.1,16071888,16085467,galactolipid catabolic process,other metabolic processes,P
GO:0019376,0.00262,LOC105331912,0.0162051399120148,-0.866594376548057,inactive pancreatic lipase-related protein 1 isoform X2,105331912,NC_047564.1,16071911,16075903,galactolipid catabolic process,other metabolic processes,P
GO:0019852,0.00399,LOC105342120,0.0382968894042065,-0.497716455162119,glutathione S-transferase omega-1,105342120,NC_047564.1,34822323,34825627,L-ascorbic acid metabolic process,other metabolic processes,P
GO:0019853,0.00194,LOC105330682,0.0176662856464225,-0.989725991917504,regucalcin,105330682,NC_047568.1,36338590,36342859,L-ascorbic acid biosynthetic process,other metabolic processes,P
GO:0019853,0.00194,LOC105330682,0.0176662856464225,-0.989725991917504,regucalcin,105330682,NC_047568.1,36338590,36342844,L-ascorbic acid biosynthetic process,other metabolic processes,P
GO:0019853,0.00194,LOC105330682,0.0176662856464225,-0.989725991917504,regucalcin,105330682,NC_047568.1,36338590,36342828,L-ascorbic acid biosynthetic process,other metabolic processes,P
GO:0021591,0.00697,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,105330271,NC_047561.1,38650332,38654290,ventricular system development,developmental processes,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072379,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44110584,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072378,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072381,44110584,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44099778,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44079460,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030178,0.00315,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44095845,44113874,negative regulation of Wnt receptor signaling pathway,signal transduction,P
GO:0030277,0.00018,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,maintenance of gastrointestinal epithelium,other biological processes,P
GO:0030277,0.00018,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,maintenance of gastrointestinal epithelium,other biological processes,P
GO:0030277,0.00018,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,maintenance of gastrointestinal epithelium,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37483557,ovarian follicle cell development,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37475177,ovarian follicle cell development,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37471562,ovarian follicle cell development,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37471849,ovarian follicle cell development,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37470910,ovarian follicle cell development,other biological processes,P
GO:0030707,0.00811,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37472339,ovarian follicle cell development,other biological processes,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080441,35084693,regulation of sorocarp development,developmental processes,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080441,35084693,regulation of sorocarp development,stress response,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080360,35084693,regulation of sorocarp development,developmental processes,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080374,35084693,regulation of sorocarp development,stress response,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35081047,35084693,regulation of sorocarp development,developmental processes,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080360,35084693,regulation of sorocarp development,stress response,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35081047,35084693,regulation of sorocarp development,stress response,P
GO:0031156,0.00023,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080374,35084693,regulation of sorocarp development,developmental processes,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32270869,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32245408,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32270869,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105321448,0.0440192255987668,0.569270522118204,TBC1 domain family member 15 isoform X1,105321448,NC_047560.1,19456137,19473726,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237312,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105321448,0.0440192255987668,0.569270522118204,TBC1 domain family member 15 isoform X1,105321448,NC_047560.1,19456316,19473726,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32240290,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105321448,0.0440192255987668,0.569270522118204,TBC1 domain family member 15 isoform X1,105321448,NC_047560.1,19456316,19473726,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237329,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237154,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32240290,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237312,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105321448,0.0440192255987668,0.569270522118204,TBC1 domain family member 15 isoform X1,105321448,NC_047560.1,19456137,19473726,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32245408,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237329,32269123,regulation of vesicle fusion,transport,P
GO:0031338,0.00013,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237154,32269123,regulation of vesicle fusion,cell organization and biogenesis,P
GO:0031398,0.00851,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6349600,positive regulation of protein ubiquitination,protein metabolism,P
GO:0031398,0.00851,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6359122,positive regulation of protein ubiquitination,protein metabolism,P
GO:0031398,0.00851,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6209253,6349600,positive regulation of protein ubiquitination,protein metabolism,P
GO:0031532,0.00313,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0031532,0.00313,LOC105333741,0.0155063894241241,0.505640631454371,scavenger receptor class F member 2-like isoform X1,105333741,NC_047562.1,50912530,50923463,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0031532,0.00313,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0031532,0.00313,LOC105333741,0.0155063894241241,0.505640631454371,scavenger receptor class F member 2-like isoform X1,105333741,NC_047562.1,50912530,50936150,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0031532,0.00313,LOC105328478,0.00344642006183853,0.993199284416785,cdc42 homolog,105328478,NC_047561.1,52833706,52835090,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0032259,0.00117,LOC105342120,0.0382968894042065,-0.497716455162119,glutathione S-transferase omega-1,105342120,NC_047564.1,34822323,34825627,methylation,other metabolic processes,P
GO:0032481,0.00271,LOC105342935,0.0311940315097117,0.878873531116618,uncharacterized protein LOC105342935,105342935,NC_047562.1,6369056,6373552,positive regulation of type I interferon production,other biological processes,P
GO:0032481,0.00271,LOC105342935,0.0311940315097117,0.878873531116618,uncharacterized protein LOC105342935,105342935,NC_047562.1,6369056,6373831,positive regulation of type I interferon production,other biological processes,P
GO:0032481,0.00271,LOC105347308,0.00307097640922331,-0.966307666820046,myeloid differentiation primary response protein MyD88,105347308,NC_047559.1,40502969,40504901,positive regulation of type I interferon production,other biological processes,P
GO:0032481,0.00271,LOC117690049,0.0490107034250237,1.21455672982514,uncharacterized protein LOC117690049,117690049,NC_047562.1,6377928,6391333,positive regulation of type I interferon production,other biological processes,P
GO:0032481,0.00271,LOC109617704,0.0125317678663276,-1.76519334355505,uncharacterized protein LOC109617704,109617704,NC_047561.1,36809170,36821371,positive regulation of type I interferon production,other biological processes,P
GO:0032715,0.00958,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,negative regulation of interleukin-6 production,other biological processes,P
GO:0032715,0.00958,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525811,27535855,negative regulation of interleukin-6 production,other biological processes,P
GO:0032715,0.00958,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,negative regulation of interleukin-6 production,other biological processes,P
GO:0032968,0.00139,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26684956,positive regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0032968,0.00139,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26610219,26621087,positive regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0032968,0.00139,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,105328977,NC_047568.1,26673321,26684955,positive regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0032968,0.00139,LOC105342792,0.0025428064555451,-0.412781581617321,RNA polymerase-associated protein RTF1 homolog,105342792,NC_047561.1,11063862,11076159,positive regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0033209,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6209253,6349600,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6349600,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00013,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6359122,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00013,LOC105327561,0.0369898480476166,-0.266149142429568,COMM domain-containing protein 7 isoform X1,105327561,NC_047566.1,22707652,22733652,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00013,LOC105327561,0.0369898480476166,-0.266149142429568,COMM domain-containing protein 7 isoform X1,105327561,NC_047566.1,22707653,22738660,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39560222,response to vitamin D,other biological processes,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39503784,response to vitamin D,other biological processes,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39519613,response to vitamin D,other biological processes,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39479030,response to vitamin D,other biological processes,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39457947,response to vitamin D,other biological processes,P
GO:0033280,0.00017,LOC105328926,0.000101502834861699,0.294774090299579,nuclear hormone receptor HR96 isoform X9,105328926,NC_047562.1,39435833,39560224,response to vitamin D,other biological processes,P
GO:0033591,0.00207,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,response to L-ascorbic acid,other biological processes,P
GO:0033591,0.00207,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,response to L-ascorbic acid,other biological processes,P
GO:0033700,0.00089,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295358,9323597,phospholipid efflux,transport,P
GO:0033700,0.00089,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295415,9323597,phospholipid efflux,transport,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6359122,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6209253,6349600,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6349600,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6349600,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6209253,6349600,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034121,0.00057,LOC117684293,0.0020290034921734,-0.420882072598763,golgin subfamily A member 6-like protein 4 isoform X7,117684293,NC_047568.1,6341368,6359122,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19763348,19771144,toll-like receptor 2 signaling pathway,stress response,P
GO:0034134,0.00112,LOC105322317,0.000172665422267667,1.38059954234001,uncharacterized protein LOC105322317,105322317,NC_047568.1,19789684,19794541,toll-like receptor 2 signaling pathway,stress response,P
GO:0034134,0.00112,LOC105322365,0.00557976214439614,0.38133469599379,uncharacterized protein LOC105322365 isoform X1,105322365,NC_047568.1,19762159,19771144,toll-like receptor 2 signaling pathway,stress response,P
