GOID,p.value,gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_034446059.1,105339814,NC_047565.1,32237154,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_011445548.3,105339814,NC_047565.1,32240290,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_034443388.1,105334278,NC_047559.1,37459859,37475177,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_011437659.3,105334278,NC_047559.1,37459859,37471849,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_011445547.3,105339814,NC_047565.1,32233557,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_011445546.3,105339814,NC_047565.1,32233557,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_011437661.3,105334278,NC_047559.1,37459859,37471562,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_011437660.3,105334278,NC_047559.1,37459859,37470910,border follicle cell migration,other biological processes,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456985.1,105328827,NC_047559.1,46906818,46925966,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457087.1,105328827,NC_047559.1,46906818,46925966,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457034.1,105328827,NC_047559.1,46906818,46925966,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456928.1,105328827,NC_047559.1,46906818,46925966,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457130.1,105328827,NC_047559.1,46906818,46926090,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442586.3,105337712,NC_047562.1,48483398,48503973,gastrulation,developmental processes,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442578.3,105337712,NC_047562.1,48483398,48504068,gastrulation,developmental processes,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442589.3,105337712,NC_047562.1,48483398,48499127,gastrulation,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442578.3,105337712,NC_047562.1,48483398,48504068,open tracheal system development,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442589.3,105337712,NC_047562.1,48483398,48499127,open tracheal system development,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,XM_011442586.3,105337712,NC_047562.1,48483398,48503973,open tracheal system development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,XM_034443607.1,105323012,NC_047565.1,22282896,22295540,adult somatic muscle development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,XM_034443608.1,105323012,NC_047565.1,22282896,22295540,adult somatic muscle development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,XM_034443606.1,105323012,NC_047565.1,22282896,22295540,adult somatic muscle development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,XM_034443609.1,105323012,NC_047565.1,22282896,22295540,adult somatic muscle development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,XM_034443610.1,105323012,NC_047565.1,22282896,22293418,adult somatic muscle development,developmental processes,P
GO:0007584,0.00175,LOC105323132,0.0210577292005836,-0.440452036947754,glycogen debranching enzyme isoform X2,XM_034457822.1,105323132,NC_047568.1,13672174,13694354,response to nutrient,other biological processes,P
GO:0007584,0.00175,LOC105330868,0.0112194438645162,-0.541936783110696,pyruvate kinase PKM,XM_011432805.3,105330868,NC_047562.1,34242394,34265299,response to nutrient,other biological processes,P
GO:0007584,0.00175,LOC105323132,0.0210577292005836,-0.440452036947754,glycogen debranching enzyme isoform X2,XM_034457821.1,105323132,NC_047568.1,13672174,13694354,response to nutrient,other biological processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457983.1,105341456,NC_047568.1,36650323,36662053,biosynthetic process,other metabolic processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457982.1,105341456,NC_047568.1,36656659,36662051,biosynthetic process,other metabolic processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457984.1,105341456,NC_047568.1,36656310,36662053,biosynthetic process,other metabolic processes,P
GO:0009087,0.00207,LOC105333154,0.0407327753552691,-0.488232678798674,S-adenosylmethionine synthase isoform X1,XM_011435995.3,105333154,NC_047567.1,12592064,12596413,methionine catabolic process,other metabolic processes,P
GO:0009087,0.00207,LOC105333154,0.0407327753552691,-0.488232678798674,S-adenosylmethionine synthase isoform X1,XM_034454504.1,105333154,NC_047567.1,12592064,12596378,methionine catabolic process,other metabolic processes,P
GO:0009223,0.00014,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,XM_034455165.1,105345957,NC_047568.1,49934663,49939335,pyrimidine deoxyribonucleotide catabolic process,other metabolic processes,P
GO:0009223,0.00014,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,XM_011454364.3,105345957,NC_047568.1,49934663,49939814,pyrimidine deoxyribonucleotide catabolic process,other metabolic processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,XM_034483344.1,105340538,NC_047564.1,7301031,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,XM_011446649.3,105340538,NC_047564.1,7300879,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,XM_011448638.3,105341865,NW_022994977.1,36098,51250,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,XM_011446651.3,105340538,NC_047564.1,7300838,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,XM_011448630.3,105341865,NW_022994977.1,36098,51250,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,XM_034483345.1,105340538,NC_047564.1,7300894,7303772,response to virus,other biological processes,P
GO:0009636,0.00355,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,XM_034478001.1,105320049,NC_047563.1,10661164,10664242,response to toxin,other biological processes,P
GO:0009636,0.00355,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,XM_034478002.1,105320049,NC_047563.1,10661164,10664626,response to toxin,other biological processes,P
GO:0010311,0.00070,LOC117692915,0.0261481834412263,-1.07006031308438,ammonium transporter 1 member 3-like isoform X2,XM_034482468.1,117692915,NC_047559.1,8500836,8505662,lateral root formation,developmental processes,P
GO:0010311,0.00070,LOC117692915,0.0261481834412263,-1.07006031308438,ammonium transporter 1 member 3-like isoform X2,XM_034482457.1,117692915,NC_047559.1,8500836,8506103,lateral root formation,developmental processes,P
GO:0010468,0.00160,LOC105347458,0.000216850930288184,-0.593352321712374,serine/threonine-protein kinase ICK,XM_011456565.3,105347458,NC_047568.1,42045389,42057999,regulation of gene expression,other metabolic processes,P
GO:0010468,0.00160,LOC105335437,7.79145199168172e-08,0.676198530687268,terminal nucleotidyltransferase 5C,XM_011439287.3,105335437,NC_047563.1,2968684,2974376,regulation of gene expression,other metabolic processes,P
GO:0010468,0.00160,LOC105325287,0.048897264639628,0.347266905960092,RNA-binding protein 1,XM_011424789.3,105325287,NC_047559.1,34171644,34176107,regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_020067916.2,105329818,NC_047568.1,44072381,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431267.3,105329818,NC_047568.1,44072382,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,XM_034482182.1,117692865,NC_047564.1,1318365,1330985,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416729.3,105319268,NC_047566.1,50068599,50087899,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431269.3,105329818,NC_047568.1,44072382,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416728.3,105319268,NC_047566.1,50067896,50094239,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,XM_034477531.1,117691429,NC_047563.1,49282185,49286995,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_020067917.2,105329818,NC_047568.1,44072381,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431273.3,105329818,NC_047568.1,44099778,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_020067915.2,105329818,NC_047568.1,44072382,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,XM_011448630.3,105341865,NW_022994977.1,36098,51250,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431272.3,105329818,NC_047568.1,44095845,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431270.3,105329818,NC_047568.1,44072382,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,XM_034477534.1,117691429,NC_047563.1,49282185,49286995,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,XM_034477530.1,117691429,NC_047563.1,49282185,49286995,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431274.3,105329818,NC_047568.1,44072382,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431268.3,105329818,NC_047568.1,44072379,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_034458912.1,105329818,NC_047568.1,44072378,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,XM_034482185.1,117692865,NC_047564.1,1318365,1333031,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,XM_034477532.1,117691429,NC_047563.1,49282185,49286868,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_034458913.1,105329818,NC_047568.1,44079460,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,XM_011448638.3,105341865,NW_022994977.1,36098,51250,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,XM_034477533.1,117691429,NC_047563.1,49282185,49286995,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,XM_034482184.1,117692865,NC_047564.1,1318365,1329866,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,XM_011431271.3,105329818,NC_047568.1,44072382,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416731.2,105319268,NC_047566.1,50068599,50086825,positive regulation of gene expression,other metabolic processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457982.1,105341456,NC_047568.1,36656659,36662051,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457983.1,105341456,NC_047568.1,36650323,36662053,negative regulation of epithelial to mesenchymal transition,developmental processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457984.1,105341456,NC_047568.1,36656310,36662053,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457984.1,105341456,NC_047568.1,36656310,36662053,negative regulation of epithelial to mesenchymal transition,developmental processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457983.1,105341456,NC_047568.1,36650323,36662053,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,XM_034457982.1,105341456,NC_047568.1,36656659,36662051,negative regulation of epithelial to mesenchymal transition,developmental processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470897.1,105324486,NC_047561.1,50939809,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470898.1,105324486,NC_047561.1,50939807,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470899.1,105324486,NC_047561.1,50939808,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010917,0.00014,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470900.1,105324486,NC_047561.1,50939808,50948556,negative regulation of mitochondrial membrane potential,other biological processes,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470897.1,105324486,NC_047561.1,50939809,50948556,positive regulation of necrotic cell death,death,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470900.1,105324486,NC_047561.1,50939808,50948556,positive regulation of necrotic cell death,death,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470898.1,105324486,NC_047561.1,50939807,50948556,positive regulation of necrotic cell death,death,P
GO:0010940,0.00040,LOC105324486,0.0496763650549829,0.769222733451195,heme-binding protein 2 isoform X1,XM_034470899.1,105324486,NC_047561.1,50939808,50948556,positive regulation of necrotic cell death,death,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_034453222.1,105333995,NC_047567.1,27525810,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_034453223.1,105333995,NC_047567.1,27525798,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0010989,0.00094,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_011437250.2,105333995,NC_047567.1,27525811,27535855,negative regulation of low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0014003,0.00020,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,XM_034478001.1,105320049,NC_047563.1,10661164,10664242,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456985.1,105328827,NC_047559.1,46906818,46925966,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456928.1,105328827,NC_047559.1,46906818,46925966,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457087.1,105328827,NC_047559.1,46906818,46925966,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,XM_034478002.1,105320049,NC_047563.1,10661164,10664626,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457130.1,105328827,NC_047559.1,46906818,46926090,oligodendrocyte development,developmental processes,P
GO:0014003,0.00020,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457034.1,105328827,NC_047559.1,46906818,46925966,oligodendrocyte development,developmental processes,P
GO:0016050,0.00046,LOC105331543,0.00178611045906958,0.434903529561526,sorting nexin-30 isoform X1,XM_034455007.1,105331543,NC_047568.1,41305987,41323357,vesicle organization,cell organization and biogenesis,P
GO:0016050,0.00046,LOC105331543,0.00178611045906958,0.434903529561526,sorting nexin-30 isoform X1,XM_011433783.3,105331543,NC_047568.1,41305987,41312964,vesicle organization,cell organization and biogenesis,P
GO:0016267,0.00544,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,XM_020068276.2,105330676,NC_047562.1,6589743,6601516,O-glycan processing, core 1,protein metabolism,P
GO:0016267,0.00544,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,XM_034472921.1,105330676,NC_047562.1,6589743,6601551,O-glycan processing, core 1,protein metabolism,P
GO:0016267,0.00544,LOC105330676,0.0086182060852499,-0.734403863950751,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,XM_034472922.1,105330676,NC_047562.1,6589743,6601551,O-glycan processing, core 1,protein metabolism,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483114.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483120.1,105318054,NC_047564.1,49366001,49379635,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483115.1,105318054,NC_047564.1,49366001,49394676,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483119.1,105318054,NC_047564.1,49366001,49396111,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483100.1,105318054,NC_047564.1,49366001,49396142,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,XM_034464635.1,105327856,NC_047560.1,21033059,21066957,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,XM_034464636.1,105327856,NC_047560.1,21033059,21066957,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483104.1,105318054,NC_047564.1,49366001,49394101,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,XM_034464643.1,105327856,NC_047560.1,21033054,21066385,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483107.1,105318054,NC_047564.1,49366001,49387245,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483105.1,105318054,NC_047564.1,49366001,49388153,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483111.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105332536,0.01306740547167,-1.08890680673709,complement C1q-like protein 4,XM_034450904.1,105332536,NC_047566.1,48604956,48607706,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483106.1,105318054,NC_047564.1,49366001,49381811,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483109.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483103.1,105318054,NC_047564.1,49366001,49394644,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483112.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483108.1,105318054,NC_047564.1,49366001,49384911,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483117.1,105318054,NC_047564.1,49366001,49396141,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483098.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105327856,0.04998224543837,-0.462273132956772,fibrillin-1 isoform X1,XM_034464644.1,105327856,NC_047560.1,21048474,21066385,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483118.1,105318054,NC_047564.1,49366001,49396112,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105331512,0.00357604016167925,0.854733376702626,somatostatin receptor type 2-like,XM_020068627.2,105331512,NC_047568.1,41714500,41716058,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_011414942.3,105318054,NC_047564.1,49366001,49396112,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483113.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483102.1,105318054,NC_047564.1,49366001,49393628,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483099.1,105318054,NC_047564.1,49366001,49394678,cell migration,other biological processes,P
GO:0016477,0.00079,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483110.1,105318054,NC_047564.1,49366001,49396113,cell migration,other biological processes,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,XM_034453779.1,105331842,NC_047559.1,3298126,3322084,histone phosphorylation,cell organization and biogenesis,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,XM_034453790.1,105331842,NC_047559.1,3298248,3322084,histone phosphorylation,protein metabolism,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,XM_034453790.1,105331842,NC_047559.1,3298248,3322084,histone phosphorylation,cell organization and biogenesis,P
GO:0016572,0.00866,LOC105331842,0.0212820295445074,-0.360298735373944,tyrosine-protein kinase BAZ1B isoform X5,XM_034453794.1,105331842,NC_047559.1,3298248,3322084,histone phosphorylation,cell organization and biogenesis,P
