GOID,p.value,gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0045104,0.00000000000000030207657876,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445758.1,105317855,NC_047565.1,24330825,24348023,intermediate filament cytoskeleton organization,cell organization and biogenesis,P
GO:0045104,0.00000000000000030207657876,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445762.1,105317855,NC_047565.1,24332715,24348023,intermediate filament cytoskeleton organization,cell organization and biogenesis,P
GO:0045104,0.00000000000000030207657876,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445760.1,105317855,NC_047565.1,24330825,24348023,intermediate filament cytoskeleton organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445761.1,105317855,NC_047565.1,24332715,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445755.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445757.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445756.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445760.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445754.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445758.1,105317855,NC_047565.1,24330825,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045109,0.00000000000000000146181216,LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445762.1,105317855,NC_047565.1,24332715,24348023,intermediate filament organization,cell organization and biogenesis,P
GO:0045444,0.00015,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,fat cell differentiation,other biological processes,P
GO:0045444,0.00015,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,fat cell differentiation,other biological processes,P
GO:0045444,0.00015,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,fat cell differentiation,other biological processes,P
GO:0045444,0.00015,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,fat cell differentiation,other biological processes,P
GO:0045721,0.00000016441776587549074445,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,negative regulation of gluconeogenesis,other metabolic processes,P
GO:0045721,0.00000016441776587549074445,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,negative regulation of gluconeogenesis,other metabolic processes,P
GO:0045721,0.00000016441776587549074445,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,negative regulation of gluconeogenesis,other metabolic processes,P
GO:0045721,0.00000016441776587549074445,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,negative regulation of gluconeogenesis,other metabolic processes,P
GO:0046963,0.00000322900112535766440052,LOC105322528,0.00477731789906937,1.83335381206373,adenosine 3-phospho 5-phosphosulfate transporter 1 isoform X1,XM_034469111.1,105322528,NC_047561.1,29223499,29229945,3-phosphoadenosine 5-phosphosulfate transport,transport,P
GO:0046963,0.00000322900112535766440052,LOC105322528,0.00477731789906937,1.83335381206373,adenosine 3-phospho 5-phosphosulfate transporter 1 isoform X1,XM_011421293.3,105322528,NC_047561.1,29223499,29230113,3-phosphoadenosine 5-phosphosulfate transport,transport,P
GO:0050428,0.00000322900112535766440052,LOC105322528,0.00477731789906937,1.83335381206373,adenosine 3-phospho 5-phosphosulfate transporter 1 isoform X1,XM_011421293.3,105322528,NC_047561.1,29223499,29230113,3-phosphoadenosine 5-phosphosulfate biosynthetic process,other metabolic processes,P
GO:0050428,0.00000322900112535766440052,LOC105322528,0.00477731789906937,1.83335381206373,adenosine 3-phospho 5-phosphosulfate transporter 1 isoform X1,XM_034469111.1,105322528,NC_047561.1,29223499,29229945,3-phosphoadenosine 5-phosphosulfate biosynthetic process,other metabolic processes,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458223.1,105325416,NC_047568.1,39963305,40011380,negative regulation of protein secretion,transport,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458222.1,105325416,NC_047568.1,39963305,40011380,negative regulation of protein secretion,transport,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458218.1,105325416,NC_047568.1,39963305,39984476,negative regulation of protein secretion,transport,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458219.1,105325416,NC_047568.1,39963305,39984476,negative regulation of protein secretion,transport,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458220.1,105325416,NC_047568.1,39963305,40011388,negative regulation of protein secretion,transport,P
GO:0050709,0.00000001384131379650785564,LOC105325416,0.00000000758543271196482,1.54013428408607,inactive rhomboid protein 2 isoform X2,XM_034458221.1,105325416,NC_047568.1,39963305,40011385,negative regulation of protein secretion,transport,P
GO:0050728,0.00000376832518608960557972,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,negative regulation of inflammatory response,stress response,P
GO:0050728,0.00000376832518608960557972,LOC105320228,0.00128599700064413,-1.96014234350893,prostaglandin E2 receptor EP4 subtype,XM_034456000.1,105320228,NC_047568.1,9518393,9522236,negative regulation of inflammatory response,stress response,P
GO:0050728,0.00000376832518608960557972,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,negative regulation of inflammatory response,stress response,P
GO:0050728,0.00000376832518608960557972,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,negative regulation of inflammatory response,stress response,P
GO:0050728,0.00000376832518608960557972,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,negative regulation of inflammatory response,stress response,P
GO:0070165,0.00000000954319517058936751,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00000000954319517058936751,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,positive regulation of adiponectin secretion,transport,P
GO:0070165,0.00000000954319517058936751,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,positive regulation of adiponectin secretion,transport,P
GO:0070165,0.00000000954319517058936751,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00000000954319517058936751,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00000000954319517058936751,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00000000954319517058936751,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,positive regulation of adiponectin secretion,transport,P
GO:0070165,0.00000000954319517058936751,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,positive regulation of adiponectin secretion,transport,P
GO:0070206,0.00002722310437266323913941,LOC105347119,0.0158113590538562,-1.54732030564553,complement C1q tumor necrosis factor-related protein 3,XM_011456025.3,105347119,NC_047566.1,33438888,33441273,protein trimerization,cell organization and biogenesis,P
GO:0070206,0.00002722310437266323913941,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,protein trimerization,cell organization and biogenesis,P
GO:0070206,0.00002722310437266323913941,LOC105329127,0.0113346299471615,-1.8486959293325,complement C1q tumor necrosis factor-related protein 3-like,XM_034461819.1,105329127,NW_022994944.1,64624,75672,protein trimerization,cell organization and biogenesis,P
GO:0070206,0.00002722310437266323913941,LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,protein trimerization,cell organization and biogenesis,P
